index,label_id,label_name
254,/m/03v3yw,Keys jangling
255,/m/07r4gkf,Patter
256,/m/07pws3f,Bang
257,/m/04cvmfc,Roar
258,/m/0dgbq,Civil defense siren
259,/m/02pjr4,Blender
260,/m/05lls,Opera
261,/m/0y4f8,Vocal music
262,/m/02bm9n,"Ratchet, pawl"
263,/m/0l7xg,Gears
264,/m/07qyrcz,Plop
265,/m/02bk07,Chant
266,/m/07ptzwd,Pump (liquid)
267,/m/07bgp,Sheep
268,/m/07q0h5t,Bleat
269,/m/06xkwv,Mains hum
270,/m/07rcgpl,Hum
271,/t/dd00013,Children playing
272,/m/07gql,Trumpet
273,/m/012n7d,Ambulance (siren)
274,/m/04qvtq,Police car (siren)
275,/t/dd00035,Exciting music
276,/m/0g6b5,Fireworks
277,/m/07r81j2,Caterwaul
278,/m/07s8j8t,Roll
279,/m/07sbbz2,Rock and roll
280,/m/06hck5,Steam whistle
281,/m/06wzb,Steam
282,/m/026fgl,Wind chime
283,/m/0f8s22,Chime
284,/m/0261r1,Babbling
285,/m/07mzm6,Wheeze
286,/m/074ft,Song
287,/m/07q5rw0,"Neigh, whinny"
288,/m/04rzd,Mandolin
289,/m/0ln16,Salsa music
290,/m/0l14jd,Choir
291,/m/05r6t,Punk rock
292,/m/02k_mr,Drum roll
293,/m/05x_td,"Air horn, truck horn"
294,/m/0fqfqc,Drawer open or close
295,/m/01z7dr,Video game music
296,/m/0l14gg,Soundtrack music
297,/m/07qv4k0,Scrape
298,/m/02g901,"Electric shaver, electric razor"
299,/m/09ddx,Duck
300,/m/0dbvp,Goose
301,/m/04gxbd,"Power windows, electric windows"
302,/m/07phxs1,Ding
303,/m/02p0sh1,Traditional music
304,/m/0mkg,Accordion
305,/m/0316dw,Typing
306,/m/01j4z9,Chainsaw
307,/m/0l14l2,Shofar
308,/m/03k3r,Horse
309,/m/07qwdck,Ping
310,/m/0lyf6,Breathing
311,/m/01lyv,Country
312,/m/0gg8l,Bluegrass
313,/m/0c3f7m,Fire alarm
314,/t/dd00031,Happy music
315,/m/0g12c5,Distortion
316,/m/07pp_mv,Alarm
317,/m/01d380,Drill
318,/m/07k1x,Tools
319,/m/0_ksk,Power tool
320,/t/dd00005,Child singing
321,/m/07qwf61,Honk
322,/m/0192l,Bagpipes
323,/m/07r4k75,Grunt
324,/m/06hps,"Rodents, rats, mice"
325,/m/0l14j_,Flute
326,/m/02x8m,Funk
327,/m/0m0jc,Electronica
328,/m/05r5wn,Rattle (instrument)
329,/m/04wptg,Wedding music
330,/m/07r04,Truck
331,/m/0199g,Bicycle
332,/m/015jpf,Dial tone
333,/m/07q6cd_,Squeak
334,/m/04gy_2,Battle cry
335,/m/01yrx,Cat
336,/m/07qrkrw,Meow
337,/t/dd00034,Tender music
338,/m/07qnq_y,"Thump, thud"
339,/m/05tny_,Bark
340,/m/07qh7jl,Creak
341,/m/07pb8fc,Idling
342,/t/dd00065,Light engine (high frequency)
343,/m/01hnzm,Ringtone
344,/m/07p6fty,Shout
345,/m/056ks2,"Rowboat, canoe, kayak"
346,/m/03wvsk,Hair dryer
347,/m/07brj,Tambourine
348,/m/01rd7k,Turkey
349,/m/07svc2k,Gobble
350,/m/02v2lh,New-age music
351,/m/0fd3y,Ambient music
352,/m/06w87,"Steel guitar, slide guitar"
353,/m/023vsd,Sanding
354,/m/07pdjhy,Rub
355,/m/07qlwh6,Squish
356,/t/dd00088,Gush
357,/m/03cczk,"Chewing, mastication"
358,/m/07qjznl,Tick-tock
359,/m/07r5v4s,Drip
360,/m/07p7b8y,Fill (with liquid)
361,/t/dd00037,Scary music
362,/m/02z32qm,Fusillade
363,/m/0b9m1,Harmonic
364,/m/08j51y,"Dental drill, dentist's drill"
365,/m/0chx_,White noise
366,/m/02p01q,Filing (rasp)
367,/m/0btp2,"Traffic noise, roadway noise"
368,/m/02mfyn,Car alarm
369,/m/07r_25d,Coo
370,/m/0h0rv,"Pigeon, dove"
371,/m/01280g,Wild animals
372,/m/023pjk,"Cutlery, silverware"
373,/m/04brg2,"Dishes, pots, and pans"
374,/m/07s0s5r,Strum
375,/m/0dwt5,Vibraphone
376,/m/02w4v,Folk music
377,/m/01s0ps,Electric piano
378,/m/03gvt,Hammond organ
379,/m/05148p4,Keyboard (musical)
380,/m/05r5c,Piano
381,/m/07q7njn,"Chink, clink"
382,/m/068zj,Pig
383,/m/0939n_,Gargling
384,/m/018j2,Banjo
385,/m/034srq,"Waves, surf"
386,/m/06q74,Ship
387,/m/07qfgpx,"Jingle, tinkle"
388,/m/0l156b,Steelpan
389,/m/07r67yg,Ding-dong
390,/m/0140xf,Christmas music
391,/m/07qv_x_,Shuffle
392,/m/02l6bg,"Propeller, airscrew"
393,/m/01w250,Whistling
394,/m/0gywn,Soul music
395,/t/dd00002,"Baby cry, infant cry"
396,/m/07s12q4,Crunch
397,/m/02qmj0d,String section
398,/m/03mb9,House music
399,/m/039jq,Glass
400,/m/0ghcn6,Growling
401,/m/0l156k,Whistle
402,/m/0g293,Music of Latin America
403,/m/01b82r,Sawing
404,/m/01h8n0,Conversation
405,/m/06h7j,Run
406,/m/06_fw,Skateboard
407,/m/07pn_8q,Chopping (food)
408,/m/0395lw,Bell
409,/m/0642b4,Cupboard open or close
410,/m/07s2xch,Groan
411,/m/01c194,Mantra
412,/m/03w41f,Church bell
413,/m/02rtxlg,Whispering
414,/m/07qc9xj,Clicking
415,/m/01x3z,Clock
416,/m/046dlr,Alarm clock
417,/m/02bxd,Didgeridoo
418,/t/dd00048,Train wheels squealing
419,/m/016cjb,Gospel music
420,/m/07s02z0,Squeal
421,/m/03q5t,Harpsichord
422,/m/07rdhzs,"Whack, thwack"
423,/m/07qdb04,Quack
424,/m/0242l,Coin (dropping)
425,/m/05fw6t,Music for children
426,/m/0dl83,Arrow
427,/m/07qn5dc,"Crowing, cock-a-doodle-doo"
428,/m/015vgc,Carnatic music
429,/m/0ytgt,"Child speech, kid speaking"
430,/m/02fxyj,Humming
431,/m/07qw_06,"Wail, moan"
432,/m/0d31p,Vacuum cleaner
433,/t/dd00135,Children shouting
434,/m/06mb1,Rain
435,/m/0ngt1,Thunder
436,/m/07bjf,Single-lens reflex camera
437,/m/0dv5r,Camera
438,/t/dd00006,Synthetic singing
439,/m/01bns_,Zither
440,/t/dd00112,"Crumpling, crinkling"
441,/m/01y3hg,"Smoke detector, smoke alarm"
442,/m/01h82_,Engine knocking
443,/m/01swy6,Yodeling
444,/m/0cj0r,Pink noise
445,/m/0jb2l,Thunderstorm
446,/m/07pqc89,"Trickle, dribble"
447,/m/06j64v,Middle Eastern music
448,/m/0hdsk,Chirp tone
449,/m/0l15bq,Clapping
450,/m/01jwx6,Vibration
451,/m/028sqc,Music of Asia
452,/m/07p78v5,Zing
453,/m/027m70_,Jingle bell
454,/m/016622,Tubular bells
455,/m/08cyft,Electronic dance music
456,/m/01g90h,Stomach rumble
457,/m/07qjznt,Tick
458,/m/0cdnk,"Roaring cats (lions, tigers)"
459,/m/05_wcq,"Bird flight, flapping wings"
460,/m/07c52,Television
461,/m/02rhddq,Reversing beeps
462,/m/07pjwq1,Buzz
463,/m/03m5k,Harp
464,/m/0ggq0m,Classical music
465,/m/03l9g,Hammer
466,/m/07s0dtb,Gasp
467,/m/03cl9h,"Ice cream truck, ice cream van"
468,/m/07kc_,Theremin
469,/m/0jtg0,Sitar
470,/m/0k65p,Hands
471,/m/07r10fb,Raindrop
472,/m/01j3sz,Laughter
473,/t/dd00001,Baby laughter
474,/m/03wwcy,Doorbell
475,/m/012xff,Toothbrush
476,/m/07qv_d5,Toot
477,/m/01d3sd,Snoring
478,/m/07sx8x_,Squawk
479,/m/0gy1t2s,Bicycle bell
480,/m/07qf0zm,Howl
481,/m/0l14t7,Singing bowl
482,/m/01sm1g,Wood block
483,/m/028ght,Applause
484,/m/09f96,Mosquito
485,/m/053hz1,Cheering
486,/m/03_d0,Jazz
487,/m/07r_k2n,Yip
488,/m/07rc7d9,Bow-wow
489,/m/01v_m0,Sine wave
490,/m/0c2wf,Typewriter
491,/m/07pdhp0,Biting
492,/m/0glt670,Hip hop music
493,/m/06bxc,Rapping
494,/m/064t9,Pop music
495,/m/0j2kx,Waterfall
496,/m/07pyf11,Flap
497,/m/07plct2,Crushing
498,/m/0463cq4,"Crying, sobbing"
499,/m/07p9k1k,Sizzle
500,/m/0dxrf,Frying (food)
501,/m/024dl,Cash register
502,/m/0150b9,Change ringing (campanology)
503,/m/01wy6,Clarinet
504,/m/07pqn27,Bouncing
505,/m/0dq0md,Music of Bollywood
506,/m/02p3nc,Hiccup
507,/m/07n_g,Tuning fork
508,/m/025td0t,Background music
509,/m/07qcx4z,Tearing
510,/m/0326g,Flamenco
511,/m/08p9q4,Sidetone
512,/m/018w8,Basketball bounce
513,/m/06cqb,Reggae
514,/m/0790c,Sonar
515,/m/05zppz,"Male speech, man speaking"
516,/m/0195fx,"Subway, metro, underground"
517,/m/03dnzn,Bathtub (filling or washing)
518,/m/01b9nn,Reverberation
519,/m/07ptfmf,Stir
520,/m/02qldy,"Narration, monologue"
521,/t/dd00134,Car passing by
522,/m/02zsn,"Female speech, woman speaking"
523,/t/dd00038,Rain on surface
524,/m/05rj2,Shuffling cards
525,/m/032n05,Whale vocalization
526,/m/07ppn3j,Sniff
